Date,Region,Energy_Consumption_MWh,Renewable_Energy_Production_MWh,CO2_Emissions_tonnes,Air_Quality_Index,Temperature_C,Wind_Speed_mps,Solar_Radiation_Wm2,Population
2047-04-28,Region_D,255.01,135.62,119.38,195,32.9,11.31,123.94,462690
2042-05-25,Region_A,304.37,223.08,148.54,245,-0.1,8.67,121.13,846986
2037-12-16,Region_D,231.78,42.72,109.51,183,24.0,11.26,11.44,200659
2024-12-27,Region_C,192.88,116.71,42.31,170,17.7,7.65,853.69,232543
2045-06-22,Region_D,195.8,22.02,133.25,478,24.4,5.51,38.61,61684
2047-09-22,Region_B,281.94,85.0,114.91,325,16.2,1.96,893.41,401029
2028-04-25,Region_B,341.07,66.06,26.71,228,14.8,9.62,65.79,365584
2027-10-01,Region_C,244.85,59.98,95.8,178,-9.6,14.67,929.24,549702
2040-06-25,Region_C,408.77,22.23,79.41,346,12.1,3.66,897.18,732521
2041-03-29,Region_B,135.45,32.78,131.31,226,29.8,7.77,545.95,492908
2030-09-01,Region_A,294.47,28.78,21.66,86,11.0,1.05,557.11,623163
2047-05-23,Region_A,302.0,102.49,157.24,453,5.9,14.42,691.55,308631
2030-10-29,Region_B,323.25,86.31,181.91,288,-8.0,5.15,11.44,383466
2031-02-04,Region_C,56.25,106.6,171.75,484,2.1,1.66,639.81,236117
2030-03-12,Region_D,268.73,59.24,163.47,154,0.7,7.64,566.92,606476
2043-03-16,Region_C,386.6,213.01,198.78,175,25.7,11.95,875.57,936078
2026-11-18,Region_D,273.33,118.3,32.27,202,33.4,1.89,284.05,844452
2035-09-15,Region_B,243.69,101.38,163.74,352,21.6,11.03,418.12,20840
2046-01-26,Region_C,97.53,86.89,24.71,374,28.4,1.08,283.89,46524
2032-10-30,Region_B,265.98,37.57,50.29,3,25.1,9.24,237.53,652257
2036-02-27,Region_C,69.13,116.24,35.34,93,29.8,0.78,692.73,66252
2048-02-03,Region_A,343.48,54.26,165.24,478,37.5,0.36,890.46,183901
2038-10-03,Region_D,53.38,110.53,119.69,330,22.2,6.52,774.12,215231
2044-08-03,Region_D,127.24,217.64,93.17,275,3.6,8.4,677.47,321180
2028-05-26,Region_C,280.53,62.69,78.82,67,18.1,9.66,419.69,761867
2044-11-24,Region_B,299.5,36.83,123.28,278,11.4,4.34,370.9,585626
2024-07-27,Region_C,482.81,258.98,66.15,452,26.1,6.05,234.71,240605
2032-03-27,Region_C,94.2,221.2,152.51,284,11.0,12.12,278.16,476832
2035-06-13,Region_D,394.55,226.55,63.74,175,-5.4,6.72,57.7,787833
2029-07-31,Region_A,427.44,28.97,122.87,104,-1.7,12.61,582.46,798990
2043-10-24,Region_B,160.66,22.88,186.21,499,1.2,0.27,276.75,331876
2029-05-14,Region_C,252.93,139.87,104.88,394,26.0,5.61,155.34,626725
2032-09-25,Region_C,294.43,242.6,41.67,276,1.6,4.77,523.05,384692
2037-04-20,Region_A,103.36,245.24,112.72,174,-5.4,14.53,531.77,518712
2031-10-21,Region_D,415.93,215.76,125.9,344,-8.4,5.3,155.32,681646
2037-12-23,Region_A,360.83,134.72,140.5,421,24.4,13.45,327.0,485169
2026-04-14,Region_D,452.73,138.97,73.01,86,18.3,2.01,767.23,758870
2030-01-03,Region_D,102.85,243.3,190.76,288,14.0,5.03,238.08,181118
2030-08-05,Region_C,81.03,207.96,46.85,451,33.4,3.75,295.45,500027
2044-09-18,Region_D,475.47,240.36,92.36,209,7.5,10.62,690.97,608210
2039-04-26,Region_D,131.88,291.87,24.51,327,23.6,4.04,455.22,30820
2045-09-20,Region_A,192.0,218.19,57.48,383,-5.6,7.13,252.88,270187
2030-11-16,Region_A,359.36,29.95,95.04,489,4.1,2.97,30.9,468851
2040-04-27,Region_B,70.58,187.68,130.02,211,8.5,5.56,567.68,734060
2048-10-10,Region_C,195.4,137.33,122.93,149,6.9,9.68,780.94,799087
2031-03-06,Region_C,350.76,189.0,132.02,126,11.6,14.22,270.73,811436
2030-09-17,Region_A,205.83,283.73,177.37,91,26.3,2.26,376.71,964341
2039-06-14,Region_A,327.51,230.04,193.62,302,22.7,9.34,603.56,435841
2026-11-13,Region_A,384.67,12.95,73.98,206,8.5,9.77,910.54,982711
2034-04-29,Region_D,394.73,10.16,191.7,387,3.7,4.82,364.32,542931
2041-10-12,Region_D,440.64,32.1,108.12,301,28.2,3.3,452.57,468277
2026-04-14,Region_C,339.99,118.81,176.97,383,35.7,6.55,619.17,578223
2028-04-20,Region_C,85.28,65.93,132.98,309,15.7,12.33,425.57,890569
2044-09-01,Region_B,216.36,19.37,74.04,481,-6.6,10.5,482.84,870405
2038-05-19,Region_C,389.9,30.69,98.33,336,24.7,2.91,684.51,459924
2028-11-21,Region_B,417.04,112.29,177.74,176,25.4,1.36,939.06,901201
2025-05-22,Region_D,492.97,104.54,135.13,255,-7.8,2.02,98.33,253110
2037-07-16,Region_C,481.88,28.49,110.07,338,-1.9,5.79,797.78,865936
2035-11-10,Region_C,130.55,274.63,51.86,281,2.1,14.16,823.75,78044
2047-02-12,Region_B,291.68,130.96,99.85,467,30.5,11.5,55.38,915228
2037-10-20,Region_C,385.3,227.85,103.29,365,1.8,14.74,413.96,317673
2037-11-01,Region_D,215.74,158.71,176.69,308,-8.3,12.24,120.15,201976
2044-02-15,Region_B,476.88,253.73,72.47,252,39.6,12.62,366.57,728974
2036-12-21,Region_D,400.49,91.98,21.45,139,0.9,12.4,788.48,256962
2039-12-03,Region_A,196.95,38.9,52.52,56,-5.5,5.21,796.52,105485
2046-12-03,Region_C,352.75,163.35,22.05,25,22.0,14.29,593.58,334013
2034-01-16,Region_C,106.12,122.73,157.03,489,27.9,12.18,425.12,847823
2027-09-21,Region_A,229.86,78.07,126.1,200,22.5,12.57,28.17,413108
2046-09-18,Region_A,53.4,161.86,42.78,252,5.1,10.74,21.09,657163
2031-06-05,Region_A,177.02,126.9,35.09,481,26.1,6.11,977.32,679509
2034-04-12,Region_D,319.43,175.83,112.19,100,2.8,4.02,659.66,604308
2049-06-21,Region_B,468.74,166.66,167.06,446,18.3,13.84,100.78,456866
2032-03-14,Region_A,254.68,290.34,192.71,365,9.2,9.4,906.65,783220
2035-08-18,Region_B,341.3,133.87,123.99,198,17.2,2.33,529.71,838365
2033-12-17,Region_C,364.64,102.12,59.05,129,14.4,6.12,839.23,315973
2036-02-16,Region_A,292.52,32.2,83.71,317,-8.9,1.54,479.47,825545
2028-05-22,Region_C,109.55,75.66,120.61,403,35.3,6.44,434.37,932755
2029-12-16,Region_B,69.84,100.16,86.74,349,29.0,6.47,504.75,245939
2033-03-19,Region_B,271.58,66.5,158.79,364,4.3,8.15,664.24,179183
2040-04-08,Region_B,223.26,143.51,174.06,140,-6.6,4.89,85.73,601049
2047-11-16,Region_D,436.37,284.39,20.63,492,31.4,0.71,784.43,177805
2043-06-21,Region_A,77.58,28.28,171.77,106,17.2,6.46,566.32,351297
2027-10-17,Region_A,265.51,145.35,91.81,136,20.7,8.21,156.52,460609
2031-07-13,Region_D,208.97,262.13,70.72,216,10.4,10.69,452.05,559388
2025-01-07,Region_A,344.39,25.49,175.23,101,23.9,8.42,367.99,947520
2023-06-03,Region_B,485.13,48.17,44.81,39,11.3,12.49,322.97,789531
2026-10-09,Region_B,200.9,199.46,70.9,477,-5.1,10.95,19.0,895783
2026-12-14,Region_D,312.53,106.22,188.79,200,8.4,9.64,947.06,378197
2043-12-04,Region_C,301.72,94.12,36.04,281,-8.9,6.1,406.2,214390
2029-05-06,Region_A,371.67,63.22,84.34,306,15.6,5.47,103.98,342134
2047-06-02,Region_B,143.93,54.12,93.82,411,33.9,10.68,971.53,255273
2026-07-16,Region_D,141.49,187.1,87.82,274,-0.7,8.01,360.4,218348
2039-12-12,Region_C,356.86,250.31,148.21,269,10.5,4.4,942.67,488856
2025-05-15,Region_A,398.56,180.93,165.63,75,-7.6,12.75,294.44,590250
2035-01-29,Region_C,93.36,245.28,95.88,132,-1.3,8.98,867.06,846722
2038-11-17,Region_D,200.94,37.34,146.64,133,35.7,7.91,151.57,512731
2026-02-10,Region_D,476.09,192.26,49.39,294,11.6,2.92,583.8,260158
2036-06-16,Region_C,345.06,236.9,138.05,493,-8.7,6.31,693.13,390556
2032-08-15,Region_C,292.58,152.18,68.09,117,23.6,9.18,130.86,39228
2039-07-22,Region_A,194.54,179.45,105.19,438,37.9,2.86,616.58,431695
2040-01-28,Region_B,334.55,129.89,156.9,431,-7.7,0.95,993.34,843924
2027-04-29,Region_C,466.32,227.41,70.86,385,-2.6,9.62,405.74,124740
2043-01-17,Region_A,209.11,179.33,159.23,225,-3.2,11.94,784.96,247920
2029-08-21,Region_C,50.64,291.25,169.73,95,8.3,9.37,970.52,57718
2036-10-17,Region_C,63.52,105.84,122.41,117,21.7,8.56,240.69,910843
2046-07-24,Region_C,340.78,111.14,83.47,82,-8.7,8.14,44.64,65792
2029-08-21,Region_D,426.14,111.55,179.85,166,0.2,13.73,539.17,599542
2042-07-16,Region_A,424.25,123.84,132.39,155,-3.3,11.17,389.76,873427
2024-08-30,Region_C,275.67,158.94,163.69,155,24.0,11.36,103.05,399830
2028-03-03,Region_D,120.14,214.27,123.77,51,-3.1,12.28,60.1,253028
2038-03-04,Region_D,438.24,244.12,81.37,305,15.9,0.49,857.55,71120
2034-01-22,Region_A,216.55,11.39,159.78,364,15.9,12.0,780.93,238049
2039-11-28,Region_B,189.73,285.48,43.69,45,25.4,5.72,926.67,868934
2035-08-03,Region_A,406.62,81.42,94.93,293,4.8,8.95,833.42,684662
2039-09-08,Region_C,373.36,74.0,29.31,258,23.9,0.99,569.69,642973
2030-10-06,Region_D,363.05,87.98,93.25,118,13.6,11.21,291.13,19391
2023-12-29,Region_A,292.81,290.62,24.53,494,0.6,9.23,319.3,590924
2039-07-28,Region_A,55.93,145.01,162.66,328,4.2,6.77,787.09,159861
2032-02-21,Region_B,474.09,287.26,101.79,372,31.6,14.2,164.29,676671
2041-11-24,Region_B,215.71,64.84,84.52,359,23.6,8.5,926.79,683799
2033-01-08,Region_D,368.36,276.68,144.5,257,26.2,6.81,76.05,24188
2043-05-26,Region_D,400.38,18.27,140.34,293,-9.3,3.95,408.44,353345
2035-07-22,Region_A,365.72,47.45,179.68,380,2.1,3.83,409.11,918908
2032-09-06,Region_A,286.11,119.48,198.42,420,14.7,7.35,323.43,452858
2028-01-23,Region_C,221.87,211.77,42.07,167,26.8,7.77,367.73,417577
2038-11-03,Region_C,127.4,240.66,186.67,126,36.2,0.27,916.21,326661
2038-10-22,Region_A,117.43,293.06,193.54,320,-4.2,8.96,931.62,141310
2047-10-18,Region_D,253.14,212.24,168.1,247,-4.8,0.95,513.08,622160
2032-10-14,Region_A,324.11,163.3,132.25,139,26.0,12.22,183.97,773628
2034-09-17,Region_B,154.8,264.02,164.86,37,2.7,9.15,414.88,360131
2024-12-28,Region_A,340.17,53.31,177.89,352,-2.2,3.25,345.69,268920
2032-06-05,Region_C,72.68,54.86,112.29,343,2.9,10.43,952.83,207440
2032-07-14,Region_A,389.6,234.66,89.83,35,7.4,12.89,667.74,713876
2039-03-17,Region_C,237.25,159.64,98.08,453,-1.9,0.69,848.4,826703
2048-12-22,Region_B,378.33,198.35,30.71,428,24.1,4.92,157.59,524650
2025-07-13,Region_C,291.07,157.58,76.66,460,24.4,6.05,522.87,342352
2040-06-12,Region_D,220.61,207.07,124.09,209,8.8,7.87,66.42,374970
2038-08-22,Region_C,234.2,191.19,192.21,379,1.2,9.13,95.89,577765
2039-04-28,Region_D,392.38,42.38,28.36,407,36.8,13.8,408.52,943485
2034-12-31,Region_D,193.39,287.54,142.71,462,35.0,7.38,911.28,530061
2025-01-03,Region_B,412.64,27.64,63.36,466,3.8,7.58,275.24,357051
2036-01-02,Region_D,272.47,63.15,197.82,482,21.8,7.67,874.35,611664
2035-09-02,Region_B,311.7,140.14,196.65,61,4.4,13.29,668.01,331447
2024-04-30,Region_A,215.31,223.15,155.05,352,35.5,0.97,436.41,555618
2047-03-09,Region_D,421.28,213.06,43.52,361,7.4,8.94,777.14,349120
2031-03-10,Region_B,371.36,60.57,135.93,29,33.2,4.99,746.5,192905
2037-07-05,Region_A,410.55,184.94,79.18,103,-6.1,13.1,2.45,799537
2031-04-10,Region_C,119.82,114.03,33.55,223,21.1,1.49,329.16,283759
2033-07-04,Region_B,415.26,178.54,180.56,106,1.3,13.69,123.66,882929
2034-09-01,Region_B,245.87,238.07,140.25,472,9.3,14.07,685.81,186157
2042-11-21,Region_B,382.03,183.9,105.16,363,10.5,4.52,554.64,657520
2029-12-27,Region_D,324.67,185.23,142.4,424,18.1,4.72,266.85,146851
2040-01-17,Region_D,428.41,295.16,121.93,157,14.3,6.53,33.68,741736
2040-06-02,Region_A,319.16,130.64,58.39,497,0.5,11.94,875.24,721142
2042-07-01,Region_D,61.01,69.05,177.19,289,22.4,5.62,189.64,599069
2032-10-03,Region_A,445.18,27.42,178.05,183,25.2,11.49,844.22,285393
2032-07-18,Region_D,443.66,121.33,29.34,3,-3.4,3.25,311.14,144663
2034-01-21,Region_B,391.85,187.98,118.07,239,36.5,13.2,299.58,84863
2028-05-17,Region_C,70.67,151.06,146.39,494,16.0,12.96,859.98,33937
2031-07-20,Region_B,382.61,15.3,197.4,134,-3.7,3.03,571.02,307912
2028-09-11,Region_A,349.56,46.95,157.5,66,27.4,10.49,28.04,461530
2035-05-06,Region_D,488.83,192.14,155.31,256,38.2,4.55,935.45,323939
2032-06-14,Region_C,212.55,41.62,108.42,486,19.6,7.67,626.07,963700
2035-12-10,Region_D,156.0,49.52,198.98,444,-4.0,4.56,736.4,769136
2029-12-21,Region_C,300.53,59.52,127.5,165,26.7,1.62,487.31,968638
2043-02-13,Region_A,383.62,168.38,69.02,125,7.3,1.67,722.69,875989
2036-08-05,Region_D,144.44,192.52,30.34,231,8.7,13.69,892.73,61148
2039-07-05,Region_A,401.15,248.62,85.0,394,16.0,1.29,43.19,602000
2041-07-24,Region_D,211.65,226.76,80.83,33,27.2,13.46,973.18,913933
2048-03-09,Region_B,119.14,269.71,115.63,71,-7.0,7.46,791.18,42236
2048-10-22,Region_C,125.17,153.84,103.31,255,28.0,1.16,265.07,378257
2026-06-15,Region_B,381.06,135.7,173.53,187,14.6,3.09,862.52,893990
2048-05-06,Region_C,186.81,83.64,187.98,63,-3.2,0.16,76.76,463713
2039-01-18,Region_D,267.31,204.01,125.65,317,2.1,12.2,622.38,376397
2023-08-04,Region_B,182.6,244.0,157.6,17,31.1,0.59,394.56,83003
2033-03-13,Region_B,273.08,204.17,145.79,207,17.0,12.46,515.0,539277
2034-06-24,Region_B,328.47,180.91,87.12,350,-0.5,2.91,540.69,581633
2027-01-21,Region_D,467.8,159.64,45.93,423,-6.9,8.19,247.88,769733
2031-03-16,Region_B,295.74,21.08,69.52,2,19.8,2.74,501.9,503225
2047-04-22,Region_D,150.09,92.59,188.06,210,-8.0,4.96,717.19,115406
2044-02-09,Region_C,246.79,187.4,170.41,448,30.1,4.26,419.03,670578
2047-09-12,Region_B,95.77,204.4,88.6,463,23.9,12.89,896.76,500435
2049-07-13,Region_B,447.33,82.71,183.57,377,29.0,3.71,572.04,49358
2034-08-02,Region_D,117.25,191.19,173.19,53,7.2,1.89,878.37,690511
2030-02-15,Region_C,390.26,232.02,57.91,378,7.4,5.97,913.28,90638
2039-08-03,Region_C,279.96,91.9,81.96,232,-0.8,3.02,523.45,165580
2032-07-23,Region_D,215.96,268.23,126.91,313,13.8,5.42,75.93,74188
2028-01-18,Region_A,288.72,18.32,177.91,368,7.0,2.28,347.34,41220
2029-10-15,Region_D,245.67,178.98,159.2,375,8.9,9.91,538.65,507094
2037-04-22,Region_A,82.1,281.04,153.15,217,19.6,7.46,369.56,890580
2042-04-22,Region_C,325.63,83.97,112.77,119,-8.7,9.42,11.15,850422
2043-06-03,Region_C,278.3,69.48,80.39,1,32.2,11.03,734.11,612673
2040-03-16,Region_C,333.43,198.97,191.32,38,5.1,2.66,334.43,841442
2046-10-16,Region_A,330.23,180.81,151.85,173,8.5,1.78,531.51,759465
2030-05-11,Region_D,105.05,191.06,39.76,445,34.2,7.95,592.03,577060
2027-10-17,Region_A,482.38,40.4,29.74,262,19.0,5.07,701.36,478844
2049-02-14,Region_D,314.06,83.72,122.5,250,10.1,6.67,229.14,826082
2029-03-31,Region_A,461.23,220.57,84.11,390,37.1,12.24,100.04,819044
2030-03-01,Region_D,434.11,205.23,124.72,297,30.7,8.23,318.75,242965
2038-09-17,Region_C,436.49,37.41,197.59,454,22.1,2.67,348.48,425137
2049-02-11,Region_A,210.82,146.89,147.29,497,-4.5,9.4,319.19,894569
2040-12-10,Region_B,328.6,214.48,173.34,444,26.4,5.79,533.13,432361
2039-05-16,Region_C,68.81,75.77,54.48,477,14.7,9.7,929.91,679074
2039-11-03,Region_B,100.99,69.29,135.86,287,19.4,12.57,197.26,857255
2025-07-26,Region_B,417.89,227.85,64.04,361,-1.8,14.08,384.11,62875
2048-12-12,Region_B,170.59,253.13,160.71,79,15.0,14.0,73.31,49908
2030-09-04,Region_C,210.02,196.29,65.65,147,3.6,3.36,622.2,172171
2049-06-28,Region_B,128.61,232.01,80.77,183,11.0,9.44,612.49,306156
2032-11-04,Region_D,305.12,196.62,113.71,369,-2.5,5.11,137.46,936371
2030-01-16,Region_C,74.44,49.6,98.86,162,-5.2,10.26,202.36,903742
2038-05-02,Region_B,416.66,88.61,138.8,374,14.3,4.75,954.0,131442
2029-08-18,Region_D,57.7,124.68,29.03,149,30.5,12.61,406.36,997660
2040-11-17,Region_C,59.99,95.0,67.07,184,28.4,1.81,35.7,185371
2043-09-23,Region_C,490.74,123.66,32.95,272,6.8,12.76,999.73,458309
2048-04-21,Region_D,307.85,169.43,142.33,226,20.6,8.52,785.39,36092
2027-08-03,Region_D,95.38,72.92,176.67,482,28.5,0.89,973.01,166687
2040-11-08,Region_B,225.75,184.26,187.3,152,15.6,9.25,647.53,70890
2039-09-24,Region_B,135.82,62.53,74.15,487,-5.2,13.96,715.24,287217
2033-09-15,Region_B,309.34,50.03,194.12,142,11.2,6.39,324.1,327872
2045-08-11,Region_C,432.57,252.76,100.17,68,15.2,4.87,196.53,24275
2025-04-07,Region_D,434.98,190.43,130.57,11,29.1,10.24,32.33,752013
2025-11-08,Region_B,60.5,205.32,138.0,150,23.8,1.78,704.8,957300
2036-11-11,Region_D,429.34,115.25,84.91,1,3.6,1.66,797.47,22002
2035-02-28,Region_A,226.46,170.3,92.54,97,-9.9,9.04,488.79,526992
2030-01-03,Region_B,408.27,131.23,189.88,432,33.1,1.48,679.07,666074
2036-08-21,Region_A,469.22,286.8,57.19,327,2.6,1.37,465.97,124484
2035-04-22,Region_B,400.84,75.26,160.49,239,14.8,14.8,20.52,235737
2030-01-19,Region_D,398.28,13.43,166.28,99,18.2,4.08,98.53,637721
2039-11-13,Region_D,445.45,69.81,139.49,289,39.9,10.02,724.41,995870
2028-05-20,Region_C,226.72,30.94,158.97,401,-0.5,4.58,973.71,395401
2046-05-29,Region_B,449.31,130.97,197.09,54,-4.7,7.18,806.05,195242
2028-05-23,Region_B,436.66,188.21,83.34,101,-9.3,8.07,311.11,484112
2026-09-21,Region_D,176.7,199.85,113.79,208,39.4,3.57,522.9,691334
2034-12-06,Region_A,244.37,147.92,167.38,203,39.7,0.41,563.02,448525
2037-01-31,Region_B,209.68,282.22,46.56,328,15.6,14.79,653.5,839157
2032-10-29,Region_D,439.05,266.04,127.71,238,33.2,7.2,769.76,83464
2046-03-14,Region_B,301.73,251.36,84.45,455,33.9,4.05,995.32,647230
2045-07-05,Region_B,393.32,155.28,61.21,120,15.1,6.23,529.52,579086
2048-05-01,Region_C,460.19,22.45,142.44,476,17.5,13.99,356.78,510191
2026-06-20,Region_D,257.31,49.23,184.07,169,4.3,6.99,851.04,982120
2031-11-27,Region_D,342.54,284.56,36.38,137,30.9,4.65,866.46,731856
2044-07-12,Region_C,106.08,174.78,46.69,116,13.5,4.59,581.49,880170
2036-07-02,Region_A,472.57,281.32,76.81,196,35.3,2.89,949.17,854623
2033-06-14,Region_D,200.6,17.27,183.93,492,37.3,9.0,49.36,852112
2027-10-25,Region_A,65.14,194.9,21.85,478,-4.1,8.42,978.97,379074
2040-05-25,Region_D,235.87,153.89,27.87,153,-2.5,10.67,480.55,810144
2048-08-09,Region_A,165.44,289.98,94.61,111,-8.6,3.06,801.85,137256
2032-11-04,Region_A,157.07,243.79,185.33,55,8.8,7.93,47.86,72055
2042-10-20,Region_A,197.1,242.95,55.6,349,4.6,0.99,484.94,479584
2044-07-31,Region_B,459.81,150.67,78.49,253,3.1,5.33,965.48,221521
2043-10-10,Region_A,375.47,209.51,121.74,47,-1.4,8.51,646.67,885621
2032-12-11,Region_A,133.48,195.92,157.89,472,9.1,7.52,108.77,13680
2047-10-31,Region_B,170.32,177.59,107.31,393,14.4,6.53,580.92,817906
2048-03-13,Region_B,393.36,137.49,133.34,478,0.1,8.83,831.27,260199
2047-01-22,Region_A,119.06,43.06,49.75,21,38.9,5.83,260.43,839134
2042-10-04,Region_A,94.94,201.12,60.58,162,-9.1,10.46,918.18,469373
2039-09-18,Region_D,308.61,140.92,156.9,348,22.2,1.26,679.78,486963
2044-10-02,Region_B,168.79,241.59,48.97,30,18.8,14.48,664.78,926972
2042-08-04,Region_B,125.21,283.04,158.0,402,23.9,4.16,122.6,535972
2024-09-18,Region_D,57.33,175.2,166.72,219,-3.1,0.98,138.16,228899
2036-06-14,Region_C,436.03,166.89,121.55,351,15.3,9.58,991.82,333951
2025-11-14,Region_B,281.39,282.7,77.62,402,-4.8,5.66,72.35,763047
2045-06-17,Region_A,160.91,201.08,53.54,88,19.2,7.16,883.9,521499
2038-06-06,Region_B,186.35,229.89,199.94,348,24.6,10.16,21.15,631148
2045-01-12,Region_D,433.43,292.54,114.9,243,-7.7,8.73,670.47,474449
2043-06-23,Region_B,255.37,218.85,183.21,210,16.5,10.25,941.65,274326
2047-07-18,Region_D,386.81,183.08,74.36,395,25.0,4.48,893.94,23989
2044-10-12,Region_C,319.63,226.93,150.19,178,-7.6,10.42,28.3,810643
2028-03-28,Region_C,303.28,287.21,185.14,217,-6.1,14.88,222.98,967138
2047-02-13,Region_A,71.62,105.14,100.58,417,39.0,2.42,745.75,234797
2024-11-21,Region_B,411.95,276.14,120.32,334,29.4,5.14,621.64,306208
2031-07-22,Region_C,69.28,85.7,20.76,401,3.1,2.43,952.64,54001
2040-05-23,Region_A,267.51,251.59,157.96,1,-8.0,5.45,152.86,234618
2027-06-02,Region_B,340.33,76.13,174.36,184,39.8,1.65,456.36,227875
2048-01-31,Region_A,150.08,239.54,155.16,16,18.1,9.91,397.37,985808
2042-11-27,Region_B,66.77,253.31,96.85,457,-9.8,7.07,781.96,996713
2037-12-10,Region_C,123.23,35.37,144.99,276,29.5,5.56,211.78,389224
2024-06-05,Region_C,219.27,257.09,147.32,301,38.4,10.08,515.06,408097
2049-03-11,Region_D,341.92,54.81,166.85,265,39.4,3.88,649.62,376704
2033-04-05,Region_B,426.63,128.57,194.34,446,15.8,9.57,243.02,639412
2035-03-07,Region_C,193.79,47.21,149.99,208,-2.2,7.02,336.89,741036
2040-11-27,Region_B,56.85,183.64,124.32,344,38.2,12.39,424.94,832844
2023-02-11,Region_C,389.44,100.71,83.33,61,-4.6,8.78,459.86,740398
2048-07-14,Region_D,56.54,283.38,174.03,120,25.7,8.09,602.73,374072
2033-03-22,Region_D,296.8,267.47,53.95,420,6.8,0.08,354.47,468620
2047-04-12,Region_B,408.16,172.14,90.41,452,16.8,6.52,292.6,605832
2047-04-10,Region_D,391.55,75.68,77.87,230,3.1,8.57,87.92,204353
2043-04-02,Region_A,369.69,168.7,166.48,135,11.0,0.93,555.52,867553
2043-01-22,Region_A,448.59,57.58,194.78,385,11.8,7.1,925.37,147513
2043-01-23,Region_B,420.88,74.15,41.69,118,36.1,6.1,253.38,705229
2040-12-16,Region_C,431.5,284.49,104.39,208,3.3,10.73,352.01,883586
2046-07-23,Region_D,289.27,256.09,106.97,129,3.9,6.69,138.34,497575
2049-06-07,Region_A,126.4,51.78,75.22,63,9.6,10.73,218.51,250400
2035-03-14,Region_B,340.66,139.42,195.47,366,-5.6,14.03,152.7,167281
2045-05-19,Region_C,368.25,152.59,66.03,343,15.2,14.58,237.88,368622
2039-01-16,Region_B,337.1,160.48,172.32,248,32.9,3.64,264.44,909741
2042-05-11,Region_C,156.06,258.42,159.03,86,5.5,5.79,128.77,73352
2025-07-09,Region_D,76.23,218.35,119.51,231,22.5,4.67,170.4,306363
2044-12-30,Region_A,375.13,45.97,47.48,25,19.1,3.13,364.37,160524
2039-06-14,Region_A,232.49,189.97,156.03,499,0.6,6.64,741.62,970878
2034-10-29,Region_A,379.15,109.09,196.4,226,14.6,2.44,80.08,475721
2046-10-20,Region_D,227.79,162.61,147.95,303,-4.1,5.79,161.37,258521
2033-12-15,Region_B,101.0,33.08,98.75,260,8.9,6.39,263.71,930343
2040-07-16,Region_D,272.21,90.97,92.84,95,16.6,8.15,811.91,171638
2045-04-06,Region_D,449.72,272.79,141.35,105,29.3,11.03,567.91,764701
2039-11-22,Region_B,78.74,253.05,52.34,248,36.8,0.66,922.15,592379
2027-05-30,Region_B,298.84,51.82,26.49,415,1.2,4.98,453.7,302764
2040-12-18,Region_A,389.78,157.68,190.79,184,21.4,6.01,690.25,906079
2035-11-17,Region_D,213.37,229.02,111.57,429,10.8,5.36,554.68,711586
2049-01-06,Region_C,417.1,212.86,104.13,321,5.1,4.99,645.96,963063
2041-10-26,Region_A,371.02,164.22,174.42,478,4.7,1.72,24.12,837367
2031-11-13,Region_D,109.29,299.03,31.99,40,19.0,9.69,230.1,991139
2039-07-02,Region_A,291.26,19.91,149.31,23,-4.5,10.17,294.99,728877
2028-08-29,Region_B,493.85,105.57,38.87,452,39.5,14.86,178.29,312106
2037-01-05,Region_C,64.66,39.28,69.03,160,9.4,12.43,214.07,203961
2040-02-27,Region_A,356.15,212.04,114.47,230,14.9,14.62,391.61,265781
2049-05-18,Region_C,422.83,180.52,70.35,230,13.1,10.01,71.37,618039
2048-07-26,Region_B,71.62,85.34,151.0,109,17.4,14.07,575.15,157422
2028-05-16,Region_B,178.83,287.78,32.32,434,0.6,10.77,831.89,453979
2044-04-13,Region_D,454.49,166.21,156.17,463,-3.0,6.35,966.57,932103
2041-12-25,Region_D,255.43,244.33,198.27,337,0.6,1.61,175.6,149877
2025-01-25,Region_C,61.05,34.58,43.59,449,-2.7,2.64,336.45,889983
2029-01-20,Region_A,51.86,294.63,157.54,408,-0.1,14.61,200.92,502402
2036-06-01,Region_A,291.62,66.62,161.21,269,-3.1,0.74,44.42,653033
2046-11-22,Region_D,235.15,226.14,44.33,67,-7.4,12.2,324.96,200904
2030-03-31,Region_D,420.44,299.91,113.22,470,3.5,11.95,260.27,49458
2045-03-17,Region_A,450.06,151.56,105.96,400,10.6,14.84,84.01,113300
2036-06-07,Region_C,163.49,245.6,135.68,420,-6.7,12.48,287.99,641283
2030-01-12,Region_B,144.31,190.46,93.53,214,7.2,12.5,381.33,579787
2048-05-08,Region_B,237.42,27.68,199.4,224,11.2,9.29,839.93,145055
2029-03-18,Region_A,482.88,198.96,52.77,183,19.5,11.32,32.7,568680
